MedInc,HouseAge,AveRooms,Latitude,Longitude,MedHouseValue
5.2837,27,6.90052356,32.81,-117.21,2.838
3.0507,52,4.427645788,38.11,-122.24,1.073
2.1944,52,5.074285714,37.8,-122.24,2.115
1.7885,32,5.073972603,39.37,-121.7,0.57
4.2386,27,4.915851272,33.76,-117.94,1.842
3.0958,25,4.310618067,33.74,-117.82,1.378
1.63,12,3.398601399,35.87,-119.27,0.495
4.2071,8,5.539936102,36.86,-119.78,1.283
3.335,11,5.379073756,36.19,-119.32,0.697
2.4653,38,4.130681818,36.21,-119.1,0.495
2.8155,27,4.257352941,33.99,-118.12,1.768
1.4886,11,3.859375,32.75,-117.1,0.898
2.3029,45,4.47260274,34.18,-118.15,1.488
2.4219,19,4.979865772,36.61,-119.43,0.658
1.9209,45,2.809343434,34.08,-118.26,1.792
3.73,11,3.151012891,37.32,-121.96,2.277
6.0256,28,5.942760943,34.44,-119.85,2.768
4.65,43,7.126279863,38.56,-122.59,2.45
6.4266,5,6.73028448,34.02,-117.79,3.156
6.91,40,4.920454545,34.08,-118.6,3.8
5.0829,5,5.972014925,32.69,-117.03,1.794
4.7667,30,5.244604317,33.8,-117.96,1.952
3.3594,28,5.729903537,40.2,-122.17,0.791
2.5949,12,4.385895404,32.82,-116.95,1.083
2.3221,17,4.246553122,32.79,-116.96,1.388
4.5081,33,4.511335013,34.18,-118.46,2.514
2.6902,17,6.035294118,36.8,-119.24,0.944
3.8029,16,4.439528024,33.7,-117.88,2.054
2.2891,31,6.348122867,37.94,-121.49,1.625
6.4753,8,7.841584158,37.97,-121.81,1.668
2.9647,12,5.410339257,39.16,-121.56,0.888
4.3068,26,6.549342105,33.24,-117.23,2.401
2.2188,20,5.739795918,39.14,-122.88,1.063
3.9327,35,4.355311355,33.92,-118.14,1.905
5.0346,10,7.106598985,33.88,-117.36,2.405
1.9853,47,3.992779783,33.99,-118.3,1.011
8.248,29,7.072727273,37.33,-122.06,4.988
5.0131,37,4.694779116,37.39,-122.07,3.303
2.3482,22,4.001342282,32.8,-117.23,1.906
4.075,18,5.73374935,34.1,-117.83,2.311
2.5387,20,4.185263158,37,-121.56,1.601
4.075,28,5.815831987,34.38,-119.12,2.379
4.4464,52,4.394919169,37.79,-122.44,5.00001
2.6382,25,6.09650924,38.48,-121.47,0.762
2.9647,11,5.180218447,38.49,-121.38,1.089
4.1667,48,5.339160839,34.09,-118.27,3.448
4.601,34,6.320328542,37.51,-120.83,1.5
4.0074,25,5.181818182,34.17,-119.17,1.88
3.631,32,9.179775281,41.15,-122.68,0.904
2.4635,41,4.312,34.04,-118.35,1.694
3.05,17,8.3200883,37.64,-118.98,1.889
8.0103,20,8.856140351,34.15,-117.66,3.955
8.3935,36,7.004792332,37.96,-122.53,4.705
5.5368,31,6.405959032,38.33,-122.23,3.259
3.3315,18,5.345565749,40.45,-122.37,0.854
5.5221,11,6.322485207,34.63,-120.13,3.949
3.4297,30,6.195979899,36.8,-119.95,1.125
1.5156,52,2.75,34.15,-118.14,1.875
4.625,7,6.683486239,35.16,-118.51,1.368
7.5655,37,6.979899497,37.38,-122.1,5.00001
4.7466,19,5.765661253,33.82,-118.02,2.583
15.0001,52,8.444954128,34.06,-118.33,5.00001
5.0677,52,6.300813008,37.66,-121.87,2.333
5.5218,15,6.282926829,37.58,-122.08,2.544
5.5599,26,6.216080402,33.73,-118.02,2.341
2.4259,40,4.280966767,34.01,-118.12,1.646
7.6877,21,8.27973749,37.91,-122.01,3.677
7.355,11,7.248670213,34.29,-118.73,3.439
2.3661,37,7.923566879,39.01,-121.47,0.775
2.8182,29,5.427083333,36.84,-120.44,0.905
3.7167,17,5.034129693,32.8,-117.05,1.804
5.2528,25,5.662983425,37.27,-121.98,2.694
4.4427,31,5.63322884,37.65,-122.1,2.045
3.8958,52,5.362989324,37.72,-122.44,2.477
5.3344,12,7.594235033,38.58,-121,2.175
3.2375,25,3.392523364,36.14,-121.62,4.5
3.6731,16,3.966352624,37.93,-122.48,3.18
7.7643,26,6.27039627,37.33,-122.04,4.747
5.3062,16,6.572072072,32.93,-117.13,1.955
4.1818,34,5.556561086,33.79,-117.97,2.242
1.625,38,4.616766467,36.97,-120.06,0.528
3.5893,46,5.345733042,38.57,-121.43,1.42
8.2049,28,6.978947368,37.83,-122.19,3.352
6.4823,13,6.911804613,34.23,-118.85,2.909
2.8125,42,4.402985075,37.77,-122.18,0.973
4.2109,21,4.208333333,36.61,-121.87,2.788
3.0944,37,4.923728814,33.95,-118.08,1.628
3.6118,48,4.387323944,37.35,-121.95,2.355
3.138,45,4.717868339,34.19,-118.33,2.17
3,11,6.985465116,37.64,-120.31,1.208
6.1863,16,7.3174946,33.65,-117.7,3.556
2.0511,21,3.258928571,34.07,-118.44,3.5
2.8269,40,5.089494163,33.9,-118.24,0.98
1.6351,23,4.995024876,32.79,-115.55,0.596
4.6187,6,5.986394558,33.25,-117.25,2.05
3.0703,16,5.710651828,38.7,-121.32,1.26
4.25,43,6.081481481,37.37,-121.83,2.091
1.2404,52,4.757575758,36.7,-119.81,0.525
2.6797,16,4.540048544,33.62,-114.6,0.865
5.1952,19,6.471810089,33.92,-117.92,3.021
4.7031,43,3.891050584,34.01,-118.41,3.025
1.4427,43,4.520512821,36.72,-119.77,0.477
3.9338,17,5.602179837,36.8,-119.71,0.847
4.5913,24,5.141280353,37.63,-122.07,1.776
3.3846,45,4.511254019,33.94,-118.19,1.681
3.139,25,4.240480962,33.87,-118.01,1.857
7.7752,23,7.638461538,33.81,-117.78,3.8
3.1912,24,5,37.68,-120.98,1.496
4.3452,49,5.642307692,34.15,-118.09,2.601
9.337,52,7.285714286,34.06,-118.45,5.00001
3.1032,19,4.521537442,32.81,-117.18,1.795
5.7528,27,6.437357631,37.32,-122.04,4.314
3.3125,42,3.938697318,33.94,-118.35,1.446
3.5603,17,4.758079409,34.1,-117.8,1.746
6.5095,25,6.631578947,37.72,-122.13,3.712
4.1875,24,4.538709677,34.17,-118.46,3.093
4.7276,7,6.173828125,38.73,-121.01,1.975
3.6058,46,5.234649123,34.14,-118.19,2.579
2.9904,36,4.367541766,32.74,-117.25,2.868
3.9118,46,4.868525896,37.96,-122.33,1.294
6.5576,38,7.601823708,37.91,-122.28,3.585
5.0427,22,6.405405405,38.55,-121.35,1.269
1.6528,32,4.544776119,40.75,-124.21,0.581
4.7604,36,5.194444444,37.33,-121.95,2.947
3.5521,35,6.277777778,38.44,-122.69,1.683
3.1513,10,6.096470588,33.71,-117.34,1.543
3.5861,38,5.127625202,32.73,-117.03,1.236
3.5114,52,6.372759857,33.97,-118.32,1.388
1.705,33,2.51147541,34.1,-118.31,3.5
1.7297,16,3.897274633,33.67,-116.19,0.675
5.6447,36,5.326145553,37.39,-122.01,2.526
2.2156,26,3.773076923,33.94,-117.94,1.45
4.9091,43,5.051224944,37.54,-122.29,2.932
1.9531,29,4.190972222,32.84,-115.57,0.611
5.583,27,6.876506024,33.94,-117.92,2.677
3.3643,52,4.161592506,37.8,-122.42,4.2
2.2639,52,4.973451327,38.01,-121.81,1.285
4.125,52,5.792857143,37.77,-122.5,3.595
1.1707,20,3.092568449,32.79,-115.56,0.625
9.1834,52,7.341825902,37.96,-122.57,5.00001
3.8512,47,5.280112045,33.96,-118.32,1.713
9.7956,27,7.988188976,33.9,-117.94,5.00001
3.2039,8,5.034946237,38.65,-121.46,1.034
3.1065,48,4.978947368,37.88,-122.29,2.292
2.6964,21,4.660377358,34.2,-119.18,1.708
5.753,14,6.071022727,34.03,-117.66,1.855
4.955,4,5.390459364,33,-117.07,2.415
3.2028,32,4.217270195,37.78,-122.49,3.229
5.121,25,5.353820598,37.33,-121.98,2.876
7.7589,8,6.376899696,33.67,-117.81,3.429
2.7222,25,5.528301887,41.86,-123.26,0.646
3.1484,52,4.578034682,37.83,-122.25,2.241
3.7396,30,4.628301887,37.36,-121.88,2.107
3.0513,15,4.756916996,33.8,-118.18,1.481
4.2775,5,6.00733945,33.95,-117.25,1.387
2.5459,22,3.512236287,37.94,-122.05,1.793
6.4265,16,6.909565217,33.87,-117.76,2.637
0.536,33,4.928571429,37.44,-121.31,1.125
1.4583,15,4.023148148,32.7,-117.09,0.842
1.077,17,3.054871221,37.78,-122.43,1.15
3.375,42,5.095541401,34.14,-118.07,2.604
2.8958,17,4.392905866,34.18,-118.91,1.76
5.8722,34,5.734939759,34.05,-117.95,2.048
3.4509,24,4.038664323,37.35,-121.82,1.824
2.6343,14,4.696308725,37.73,-120.93,0.815
2.8285,17,4.996610169,35.49,-120.66,1.713
4.5556,35,5.236238532,37.47,-122.24,3.186
1.9476,14,5.323741007,33.73,-117.02,1.125
3.5859,17,5.035294118,39.19,-121.04,1.443
3.4306,49,4.886792453,34.03,-118.34,1.302
2.5363,44,4.408376963,33.97,-118.33,1.588
1.9439,17,3.640915594,33.76,-117.99,1.777
6.2034,22,6.532293987,38.21,-122.63,2.911
2.4706,31,4.156593407,34.06,-118.03,1.706
2.6765,52,5,37.77,-122.21,0.888
2.4375,12,3.961737332,34.2,-118.48,2.554
3.1968,39,5.068965517,37.97,-122.04,1.51
2.9881,28,4.34605598,32.78,-117.09,1.653
2.0372,35,3.444983819,33.95,-118.21,1.608
3.3272,35,5.073170732,36.79,-119.83,0.656
3.4688,44,5.570833333,33.94,-118.18,1.836
3.6,24,5.351648352,34.07,-117.71,1.393
2.0303,40,4.925087108,37.94,-121.29,0.638
4.125,37,7.285714286,39.12,-121.52,0.72
3.5072,29,5.154135338,34.1,-117.74,1.219
2.7714,8,3.753956835,34.22,-118.45,1.857
4.4519,26,5.722397476,38.61,-121.29,1.105
4.4228,23,4.514239219,33.99,-118.42,3.669
0.4999,52,2.870967742,37.65,-121.01,0.825
4.4659,32,5.321621622,33.89,-118.27,1.381
3.9143,8,5.306412478,38.62,-121.49,1.297
0.7526,5,2.579661017,38.58,-121.5,1.625
2.75,22,4.744471744,38.95,-121.04,1.532
2,43,2.496732026,34.07,-118.25,1.75
3.6923,28,5.854497354,40.54,-122.37,0.869
4.0208,36,5.453551913,37.71,-122.15,1.915
4.0221,20,6.441025641,36.3,-119.31,0.863
2.0595,37,6.116788321,36.1,-119.57,0.607
2.1975,41,5.373801917,38.54,-121.48,0.735
4.9766,24,5.841558442,33.91,-117.91,2.671
2.035,19,5.060728745,40.16,-122.24,0.551
2.8089,30,4.4,32.68,-117.09,1.206
5.7021,15,6.437007874,34,-117.7,1.931
1.9562,18,3.409090909,33.19,-117.37,1.925
1.975,52,2.8,36.73,-119.79,0.475
5.5714,34,6.244558259,34.27,-118.49,2.259
4.0714,9,6.679279279,38.65,-120.97,3.006
1.625,18,6.028268551,33.54,-115.22,0.535
3.4583,28,4.28125,33.84,-118.21,1.663
4.6602,22,5.767123288,37.94,-122.05,2.278
4.6932,40,4.492424242,34.02,-118.4,3.328
7.7785,13,7.96969697,34.25,-118.78,4.047
5.8369,19,7.145374449,38.48,-122.64,2.557
3.7614,52,5.440217391,36.62,-121.92,2.417
3.9615,34,5.597285068,34.19,-118.56,1.836
2.5463,32,3.852631579,34.21,-118.23,2
2.75,24,3.529107374,33.92,-118.35,2.397
1.8287,52,4.516908213,38.3,-122.29,1.469
3.5673,17,5.453731343,34.65,-118.23,1.363
6.6136,39,5.891625616,37.43,-122.19,4.728
1.6319,28,2.532324622,34.05,-118.21,1.516
3.3542,44,5.721518987,34.03,-118.42,3.442
2.7457,37,5.632727273,38.16,-122.41,2.547
6.311,25,6.657575758,34.3,-119.19,2.832
7.1621,45,6.8575,37.48,-122.25,5.00001
2.6923,49,3.809302326,34.09,-118.23,1.5
7.6016,9,7.3894081,34.17,-118.95,3.449
2.8125,46,4.722033898,34.18,-118.34,2.299
3.5096,31,5.640559441,32.61,-117.05,1.399
10.0973,25,7.307420495,33.74,-118.35,5.00001
4.5272,17,5.89516129,38.36,-121.29,1.917
4.6023,8,5.917293233,34.64,-120.44,1.634
2.5893,36,5.356807512,38,-121.79,1.085
6.6368,42,7.191176471,34.05,-118.39,5.00001
2.6429,18,5.184322034,32.81,-116.93,1.254
3.75,37,5.625310174,34.08,-117.33,0.952
4.5167,24,5.977667494,38.54,-122.62,2.652
1.625,30,3.674766355,33.98,-118.27,1.015
7.2532,9,6.481228669,33.9,-117.96,3.815
5.9771,37,6.088495575,34.22,-118.23,4.318
2.5898,52,3.494252874,37.83,-122.26,1.76
3.0704,18,5.365748709,33.19,-117.29,1.516
2.8295,38,4.506887052,34.05,-118.18,1.265
2.0173,25,2.592005513,34.07,-118.28,1.775
6.7527,23,7.06402439,37.8,-122.18,2.858
2.7951,52,4.634868421,34.36,-119.06,1.993
4.125,18,5.583815029,34.97,-120.42,1.398
1.3221,30,5.383529412,36.81,-119.88,0.612
1.625,1,3,33.86,-116.95,0.55
3.3672,18,10.38666667,34.26,-117.28,1.336
6.992,22,6.529202279,37.55,-122.03,2.848
4.3831,35,5.201183432,33.9,-118,2.098
6.1825,33,6.961165049,33.91,-117.92,3.369
4.1807,6,5.397260274,33.17,-117.3,1.826
4.425,30,5.858461538,39.15,-123.17,1.619
2.543,37,4.550314465,34.08,-118.1,2.081
6.3617,20,6.82962963,37.1,-121.96,3.315
1.9612,32,4.343220339,35.37,-118.96,0.534
3.3281,21,4.238217652,33.88,-118.29,2.37
1.6458,43,4.033333333,37.88,-121.27,0.836
4.5625,46,4.845138055,37.97,-122.59,2.752
4.1359,17,4.607344633,34.22,-118.57,2.552
3.5446,34,5.233100233,32.77,-117.07,1.855
4.9779,23,4.85801217,33.9,-118.34,2.246
5.4842,22,5.155395683,37.3,-122.03,3.353
1.615,42,4.824,33.96,-118.28,1.013
4.8021,28,7.033678756,37,-121.79,2.904
5.2149,13,6.261261261,40.52,-122.46,1.465
5.1645,26,5.48,33.88,-118.08,2.449
6.5501,22,6.868068834,33.65,-117.98,2.949
14.4219,52,8.253731343,37.56,-122.35,5.00001
3.3472,45,4.244725738,33.87,-117.93,1.68
4.5615,8,4.336903603,37.27,-121.83,2.826
5.4602,35,5.84180791,33.8,-118.11,2.316
7.1687,22,7.615720524,34.46,-119.81,3.844
3.45,14,5.794871795,39.02,-122.99,1.641
2.0875,17,3.901477833,33.78,-118.15,1.813
2.8365,21,5.975728155,36.25,-119.32,0.9
3.668,16,5.410852713,33.38,-117.24,1.712
3.1719,39,5.759075908,36.75,-119.73,0.679
3.5521,17,3.988839286,34.22,-118.37,1.515
4.25,10,5.301397206,35.61,-117.64,0.832
6.9483,18,7.167364017,34.3,-119.23,4.043
5.6631,4,6.131196422,32.65,-116.97,2.334
1.5071,28,3.481967213,34.38,-119.86,3.167
4.3646,41,4.48973607,33.88,-118.14,1.614
4.0455,33,5.069135802,33.85,-118,1.972
2.5509,32,3.680555556,33.83,-117.91,1.708
3.5128,23,5.177777778,36.74,-119.69,1.216
2.136,8,4.106035889,32.81,-116.94,1.435
0.6825,17,2.37254902,37.65,-121,1.875
5.2039,24,5.693843594,34.4,-119.51,3.013
4.0656,27,6.09375,32.81,-117.02,1.64
5.956,41,6.85106383,37.83,-122.24,3.661
7.0548,34,6.125,37.84,-122.21,3.259
5.7512,26,7.241758242,37.97,-121.97,2.402
2.8342,35,3.923076923,34.16,-118.3,2.568
3.016,6,4.883196721,34.14,-117.24,1.075
4.97,52,6.685064935,37.57,-122.35,5.00001
2.2138,47,5.3003003,40.87,-124.07,0.992
4.125,36,6.030927835,34.01,-117.73,2.13
3.8788,20,5.140068886,37.13,-121.66,2.269
3.3536,27,7.061776062,38.54,-123.25,1.575
1.4133,15,4.303605313,37.73,-122.38,2.034
4.2885,31,5.506238859,38.53,-121.52,1.603
5.5284,37,5.463601533,34,-118.41,3.31
3.5313,36,5.092409241,34.09,-117.73,1.178
1.59,49,4.391862955,37.63,-121,0.809
5.0329,14,8.022099448,40.94,-124.05,1.656
3.7091,31,6.235169492,33.86,-118.07,2.259
5.1047,9,6.528042328,37.82,-121.24,1.579
3.7206,39,3.691891892,34.03,-118.39,2.309
2.7434,37,4.801204819,33.89,-118.22,0.952
5.0043,36,5.907651715,37.7,-122.16,1.904
6.7837,19,6.328571429,33.89,-117.84,2.643
3.4792,33,6.744394619,35.65,-118.87,0.946
3.7846,41,4.515202703,34.12,-117.91,1.455
2.4398,52,4.794336811,38.29,-122.29,1.631
3.1204,44,5.295774648,38.1,-122.22,1.108
2.5331,31,4.096676737,33.11,-117.08,1.151
4.0775,28,3.932835821,33.91,-118.35,2.414
1.8914,25,4.944320713,39.93,-120.98,0.878
1.8977,35,5.245901639,32.67,-117.07,0.956
6.5413,12,7.489655172,33.6,-117.69,3.32
3.5288,8,5.733455882,34.88,-120.41,1.655
4.645,22,5.712585034,34.13,-118.04,2.762
5.0393,45,6.229461756,34.16,-118.09,3.211
2.2344,52,4.337539432,33.77,-118.2,2
3.6917,35,6.047808765,33.91,-118.12,1.975
5.2384,35,5.543269231,33.81,-117.96,1.774
2.1212,16,5.330532213,37.35,-118.18,1.083
2.628,48,5.720657277,34.04,-118.33,2.511
2.1679,34,4.792405063,38.53,-121.45,0.754
2.1111,20,5.339920949,35.34,-118.88,1.053
6.6246,9,6.611457036,34.23,-118.99,2.842
3.9464,7,6.167582418,34.87,-117.03,1.015
7.5,9,6.852631579,38.15,-122.58,4.232
5.0622,7,16.42138365,39.35,-120.19,1.741
3.3269,15,5.265107212,35.65,-117.68,0.819
2.3333,11,2.434782609,37.49,-122.23,2.417
2.5655,16,4.955882353,37.76,-120.87,1.164
5.2533,22,5.257093723,37.27,-121.96,2.691
2.9167,34,4.588235294,34.96,-120.44,1.042
3.1648,39,5.089928058,33.8,-118.32,2.448
3.6471,19,6.479338843,37.32,-120.45,1.014
2.3317,39,3.975609756,33.78,-118.16,2.225
3.407,33,4.401854714,33.89,-118.15,1.908
3.6693,28,5.088028169,36.83,-121.76,2.11
4.5491,34,7.397058824,34.36,-118.29,3.75
2.05,11,3.571111111,32.75,-117.11,1
1.9464,32,3.075342466,33.97,-118.16,1.906
2.3859,31,3.735218509,34.07,-118.21,1.531
2.2621,43,5.314285714,39.74,-121.84,0.851
3.1845,47,4.761904762,37.96,-121.32,0.872
3.5292,36,3.725255973,33.77,-118.15,3.618
2.7625,52,4.391534392,34.07,-118.26,2.321
1.9688,28,3.327160494,33.98,-118.04,1.656
3.5403,18,5.378818737,38.68,-121.35,0.986
2.8261,19,4.341569767,38.34,-122.7,1.545
1.3712,37,6.698863636,38.48,-123.01,1.183
3.1142,5,4.548066298,32.85,-116.93,1.5
2.809,34,4.846153846,34.12,-117.22,0.825
7.7738,14,7.237333333,37.21,-121.83,3.875
3.6853,32,4.946902655,34.12,-117.21,0.909
2.3469,35,4.383458647,37.74,-120.94,0.902
2.9815,20,5.954285714,36.07,-119,0.73
4.9196,7,6.315855181,34.12,-117.39,1.405
3.8,26,6.876494024,38.29,-122.49,2.421
2.127,15,3.958745875,33.78,-118.16,1.633
3.4625,52,4.953271028,34.12,-118.21,1.739
4.7222,36,6.003134796,33.84,-118.1,2.258
6.1601,26,6.395408163,33.67,-117.9,2.661
4.1181,36,4.87537092,34.23,-118.4,1.727
3.8125,39,4.487012987,34.07,-118.04,1.74
2.0074,20,5.284327323,41.75,-124.21,0.669
6.091,20,7.229166667,33.69,-117.96,2.904
3.7896,18,5.936031332,40.52,-122.37,0.981
2.9554,19,8.154545455,40.13,-120.71,0.894
4.35,28,4.615384615,36.72,-119.83,0.675
6.5814,33,7.435448578,37.87,-122.11,3.142
5.4459,17,5.884700665,34.28,-118.72,2.239
7.7234,10,8.016901408,34.13,-117.67,3.041
3.3456,11,3.895022624,32.75,-117.23,1.598
5.1782,33,6.228571429,33.84,-117.88,2.25
5.0286,30,6.184375,34.89,-120.43,1.58
4.2708,24,4.882943144,34.31,-118.46,2.182
2.9375,29,5.281124498,35.04,-120.47,1.448
2.375,33,4.204819277,34.02,-117.96,1.333
7.7889,26,8.730038023,34.19,-118.88,3.099
3.535,31,5.254237288,37.54,-122.02,2.103
1.8333,38,4.576923077,32.66,-117.09,1.271
3.7833,17,6.057692308,39.07,-123.21,1.598
5.2887,25,6.344488189,34.42,-118.47,1.83
6.4209,52,4.737171464,37.79,-122.44,5.00001
3.6641,17,5.577142857,40.85,-121.07,0.808
1.9375,35,4.386252046,37.94,-121.28,0.567
2.2267,25,3.244897959,34.14,-118.21,1.898
2.9154,35,4.244628099,34.12,-118.17,1.692
3.2952,30,4.972924188,36.61,-121.91,2.346
1.3657,50,3.958333333,32.7,-117.15,1.625
1.8958,39,5.014409222,36.74,-119.75,0.513
2.1991,47,4.712765957,37.97,-121.24,0.672
3.3021,20,4.921052632,39.06,-121.53,0.708
4.2361,31,4.962962963,37.28,-121.82,1.795
3.1467,41,4.882352941,38.45,-122.72,1.755
2.2448,40,5.005221932,33.94,-118.31,1.75
5.3245,39,6.508474576,35.91,-120.51,2.5
2.625,11,3.6,34.02,-118.48,2.5
2.825,32,4.784232365,36.59,-119.44,0.676
4.125,30,4.717836257,37.89,-122.12,2.571
1.7199,17,2.518,34.06,-118.28,1.75
5.2336,34,6.382758621,33.88,-117.91,2.356
6.431,30,7.063909774,34,-118.35,4.925
4.4595,24,6.248691099,34.7,-120.47,1.527
7.2655,25,7.989361702,37.86,-122.03,4.94
3.875,39,4.589242054,32.83,-117.27,4.1
4.3714,23,6.202672606,32.7,-117,1.31
5.0275,36,5.469387755,33.83,-117.92,1.793
3.8657,31,4.366433566,33.88,-118.34,2.984
6.7496,36,5.411616162,34.05,-118.48,5.00001
3.6007,35,4.432065217,34.19,-118.4,2.618
2.9562,14,6.038084875,39.54,-121.46,1.423
4.0214,16,4.345273632,33.75,-117.84,1.395
5.2817,19,5.848017621,38.68,-121.3,1.406
5.49,15,6.136400986,33.45,-117.65,2.393
3.7159,52,4.574829932,37.78,-122.45,4.944
7.2909,14,6.176136364,36.82,-119.83,1.556
5.3743,28,5.625954198,33.87,-118.34,2.865
6.7385,18,6.846153846,37.23,-121.8,2.724
4.1111,36,6.103286385,34.19,-118.56,2.156
3.6389,45,5.830508475,33.07,-117.12,1.866
5.2601,13,4.156378601,37.78,-122.27,2.927
3.0417,25,3.953405018,33.9,-118.35,2.37
2.7813,41,3.446428571,33.77,-118.2,1.292
3.0658,36,4.943548387,36.16,-120.37,0.65
1.6369,39,4.911314985,40.78,-124.17,0.683
2.4167,37,5.121359223,34.09,-117.89,1.813
1.4812,39,5.424836601,36.39,-119.23,0.535
3.3846,15,2.930327869,33.74,-117.91,1.625
7.7382,38,5.482293423,34.07,-118.43,5.00001
4.1679,41,6.617486339,37.05,-122.05,2.013
2.5441,41,5.333333333,34.37,-119.29,1.612
2.4048,33,3.95154185,34.04,-118.31,2.083
4.0508,27,4.962318841,33.76,-117.97,1.839
5.0947,33,5.778723404,34.26,-118.46,2.103
8.5136,26,6.174050633,34.12,-118.36,5.00001
5.3226,18,5.567741935,37.6,-122.06,2.317
3.3611,36,5.911764706,39.16,-121.58,0.798
6.917,38,6.890710383,37.87,-122.17,4.38
7.4918,26,7.164852255,34.18,-118.65,3.676
3.1222,13,4.231958763,36.33,-121.24,1.255
3.4792,18,4.633802817,33.51,-117.67,1.264
1.3269,18,4.012195122,32.69,-117.09,1.08
4.3393,43,5.071949948,37.73,-122.39,2.173
5.0044,38,6.025157233,33.48,-117.76,3.812
8.2435,27,6.656652361,34.14,-118.16,5.00001
1.2455,41,4.065217391,33.95,-118.3,1.008
3.6667,26,6.122340426,34.09,-117.66,1.663
2.6573,45,4.078947368,34.03,-118.21,1.418
2.2423,17,5.800457404,33.67,-117.38,1.326
4.1042,35,5.001865672,37.69,-122.12,1.791
5.3146,33,5.201183432,33.92,-118.09,1.686
5.6345,18,5.624610592,37.33,-121.79,2.31
4.8365,35,5.720634921,37.33,-121.99,3.139
1.7788,52,4.353697749,37.96,-121.3,0.974
3.024,36,4.024096386,34.27,-118.43,1.48
2.3869,16,4.792613636,37.68,-122.16,0.833
0.536,52,5,32.75,-117.19,1.625
4.4286,35,5.830708661,37.62,-122.54,2.621
2.9375,19,5.23628692,36.33,-119.67,0.817
5.9632,36,5.898617512,33.99,-118.4,3.281
2.8942,31,3.91436865,34.09,-118.37,5.00001
4.9517,29,5.979343864,36.94,-121.84,3.079
2.2244,24,4.706635623,34.06,-117.66,1.149
1.7689,30,3.95658466,33.8,-118.18,1.176
3.1196,16,5.306089744,32.84,-116.76,1.872
8.9728,39,7.01320132,34.14,-118.05,5.00001
7.4382,11,10.82265145,33.72,-116.33,3.531
1.0962,11,4.092651757,36.19,-119.32,0.723
4.7332,22,5.669527897,33.99,-117.97,2.899
3.06,27,5.820960699,37.33,-121.03,1.06
2.0651,14,3.490500864,38.46,-122.73,1.354
7.3681,38,6.815789474,37.43,-122.2,5.00001
1.4817,6,4.443645084,36.77,-119.84,0.72
4.7411,35,4.759643917,34.36,-119.7,3.364
4.9766,10,6.887147335,34.87,-120.4,1.996
1.7,27,4.2,38.44,-122.71,3.5
2.085,9,4.339325843,32.71,-117.1,0.926
1.767,15,4.436893204,36.59,-119.43,0.633
2.65,10,6.805343511,38.5,-120.65,1.167
2.9125,32,8.057416268,39.17,-120.15,1.458
9.7037,8,8.946759259,37.76,-121.96,4.251
4.4167,37,4.919491525,33.9,-118.06,1.58
3.8456,27,5.627170582,34.43,-119.66,5.00001
2.7917,40,4.173333333,36.6,-121.89,2.25
2.1767,13,4.050724638,32.75,-117.12,1.018
7.9813,30,7.216216216,37.37,-122.07,4.735
3.0625,25,5.103559871,35.41,-119.04,0.694
2.3882,21,5.625766871,36.16,-119.35,0.492
4.3125,52,4.836512262,37.72,-122.44,2.672
2.6238,25,3.765978368,34.18,-118.43,2.1
2.125,31,4.818181818,34.48,-117.15,0.648
2.0938,27,6.769230769,38.91,-120.01,0.944
1.4375,48,5.017191977,37.75,-122.17,0.9
2.7794,52,3.490415335,37.77,-122.42,3.5
5.9683,33,6.112980769,33.88,-118.39,4.955
2.098,21,5.11011236,38.65,-121.42,0.498
12.2478,10,8.18622449,37.85,-121.96,5.00001
3.1607,52,4.313679245,33.99,-118.45,3.39
2.325,35,3.163265306,33.98,-118.21,1.615
5.1321,23,5.160388821,37.55,-122.05,2.113
2.6875,13,6.154241645,36.3,-119.34,0.744
2.575,15,5.828196347,38.49,-121.46,1.079
5.6445,8,7.710526316,38.33,-123,3.648
3.625,17,5.789333333,37.23,-119.91,0.944
3.0973,13,3.832264957,34.18,-118.3,2.519
4.8816,38,5.782352941,34.25,-118.38,2.315
3.5388,32,5.031390135,33.63,-117.91,4.07
2.8,42,4.791666667,33.96,-118.22,1.618
1.7,17,5.205542725,39.43,-121.22,0.923
2.0807,13,4.869731801,38.78,-121.23,1.426
2.773,20,3.884140551,34.2,-118.43,1.405
1.7656,42,4.144702842,33.96,-118.28,0.967
4.2045,16,7.266129032,36.52,-119.54,1.209
4.4882,15,6.573264781,38.28,-122.03,1.44
2.4754,16,5.282555283,33.2,-117.29,1.573
2.7236,19,5.772084806,38.36,-120.69,1.099
1.8125,37,4.332627119,32.7,-117.11,0.833
2.375,31,2.545454545,34.26,-119.21,0.55
4.1477,32,4.879098361,33.79,-118.32,3.151
1.8315,28,4.510204082,37.67,-120.99,0.905
3.4375,52,3.125,34.11,-118.25,1.7
4.8977,41,5.957792208,34.28,-119.26,3.582
2.3496,17,4.551391863,39.12,-121.54,0.65
3.1406,41,5.691780822,36.37,-119.78,1
5.0733,9,5.92038835,32.86,-116.88,1.966
3.4063,16,4.585131894,34.64,-120.47,1.38
1.4419,39,4.554252199,36.73,-119.76,0.455
3.5045,30,3.791946309,37.39,-122.07,3.525
1.7155,51,4.087671233,38.57,-121.49,1.088
9.0376,20,6.844765343,36.33,-119.32,2.391
3.5875,39,4.921052632,34.11,-118.15,3.093
3.9107,27,5.572815534,34.04,-117.68,1.865
